BASIC INFO
Geom Type:,           AXI
M_inf:,               2.5
gamma:,               1.4
p0 region ratios:,    [np.float64(0.9997), np.float64(0.96), np.float64(0.9724), np.float64(0.9426)]

INITIALIZATION SOLUTION
solution method:,             Taylor-Maccoll Equation
initial deflection (deg):,    10.0
wave angle (deg):,            24.9536169526626
p02/p01:,                     0.9996754507141232

CENTERBODY & COWL GEOMETRY
centerbody x,centerbody y,centerbody dydx,,cowl x,cowl y,cowl dydx
0.0,0.0,0.176327,,4.44,1.1328918799966199,-0.0820421467395
0.15151515151515152,0.026716212121212123,0.176327,,4.546666666666667,1.12414071767774,-0.0820421467395
0.30303030303030304,0.05343242424242425,0.176327,,4.653333333333333,1.11538955535886,-0.0820421467395
0.4545454545454546,0.08014863636363638,0.176327,,4.760000000000001,1.10663839303998,-0.0820421467395
0.6060606060606061,0.1068648484848485,0.176327,,4.866666666666667,1.0978872307211,-0.0820421467395
0.7575757575757576,0.13358106060606062,0.176327,,4.973333333333334,1.08913606840222,-0.0820421467395
0.9090909090909092,0.16029727272727276,0.176327,,5.08,1.08038490608334,-0.0820421467395
1.0606060606060606,0.18701348484848485,0.176327,,5.186666666666667,1.0716337437644599,-0.0820421467395
1.2121212121212122,0.213729696969697,0.176327,,5.293333333333334,1.06288258144558,-0.0820421467395
1.3636363636363638,0.24044590909090913,0.176327,,5.4,1.0541314191267,-0.0820421467395
1.5151515151515151,0.26716212121212124,0.176327,,5.506666666666667,1.04538025680782,-0.0820421467395
1.6666666666666667,0.29387833333333335,0.176327,,5.613333333333333,1.03662909448894,-0.0820421467395
1.8181818181818183,0.3205945454545455,0.176327,,5.720000000000001,1.02787793217006,-0.0820421467395
1.9696969696969697,0.3473107575757576,0.176327,,5.826666666666667,1.01912676985118,-0.0820421467395
2.121212121212121,0.3740269696969697,0.176327,,5.933333333333334,1.0103756075322998,-0.0820421467395
2.272727272727273,0.40074318181818186,0.176327,,6.04,1.00162444521342,-0.0820421467395
2.4242424242424243,0.427459393939394,0.176327,,6.1466666666666665,0.99287328289454,-0.0820421467395
2.5757575757575757,0.4541756060606061,0.176327,,6.253333333333334,0.990427172151,0.0
2.7272727272727275,0.48089181818181825,0.176327,,6.36,0.990427172151,0.0
2.878787878787879,0.5076080303030304,0.176327,,6.466666666666667,0.990427172151,0.0
3.0303030303030303,0.5343242424242425,0.176327,,6.573333333333334,0.990427172151,0.0
3.181818181818182,0.5610404545454546,0.176327,,6.68,0.990427172151,0.0
3.3333333333333335,0.5877566666666667,0.176327,,6.786666666666667,0.990427172151,0.0
3.484848484848485,0.6144728787878788,0.176327,,6.8933333333333335,0.990427172151,0.0
3.6363636363636367,0.641189090909091,0.176327,,7.0,0.990427172151,0.0
3.787878787878788,0.6679053030303032,0.176327,,7.106666666666667,0.990427172151,0.0
